1.286000	1.286000	B
1.446000	1.446000	B
6.370000	6.370000	B
6.391000	6.391000	B
6.661000	6.661000	B
6.715000	6.715000	B
6.744000	6.744000	B
6.819000	6.819000	B
6.857000	6.857000	B
7.027000	7.027000	B
7.048000	7.048000	B
7.449000	7.449000	B
7.610000	7.610000	B
7.692000	7.692000	B
7.783000	7.783000	B
7.922000	7.922000	B
8.105000	8.105000	B
8.239000	8.239000	B
8.251000	8.251000	B
8.395000	8.395000	B
8.548000	8.548000	B
8.575000	8.575000	B
8.599000	8.599000	B
8.705000	8.705000	B
8.867000	8.867000	B
9.027000	9.027000	B
9.507000	9.507000	B
9.657000	9.657000	B
10.137000	10.137000	B
10.287000	10.287000	B
10.767000	10.767000	B
10.917000	10.917000	B
11.397000	11.397000	B
11.547000	11.547000	B
12.027000	12.027000	B
12.187000	12.187000	B
12.657000	12.657000	B
12.817000	12.817000	B
13.287000	13.287000	B
13.447000	13.447000	B
13.916000	13.916000	B
14.074000	14.074000	B
14.141000	14.141000	B
14.238000	14.238000	B
14.255000	14.255000	B
14.322000	14.322000	B
14.394000	14.394000	B
14.461000	14.461000	B
14.545000	14.545000	B
14.710000	14.710000	B
14.726000	14.726000	B
14.792000	14.792000	B
14.864000	14.864000	B
15.024000	15.024000	B
15.091000	15.091000	B
15.188000	15.188000	B
15.205000	15.205000	B
15.272000	15.272000	B
15.344000	15.344000	B
15.505000	15.505000	B
15.571000	15.571000	B
15.686000	15.686000	B
15.839000	15.839000	B
15.861000	15.861000	B
16.000000	16.000000	B
16.166000	16.166000	B
16.305000	16.305000	B
16.445000	16.445000	B
16.605000	16.605000	B
16.783000	16.783000	B
16.788000	16.788000	B
17.075000	17.075000	B
17.235000	17.235000	B
17.420000	17.420000	B
17.705000	17.705000	B
17.865000	17.865000	B
18.050000	18.050000	B
18.345000	18.345000	B
18.505000	18.505000	B
18.680000	18.680000	B
18.975000	18.975000	B
19.135000	19.135000	B
19.310000	19.310000	B
19.605000	19.605000	B
19.765000	19.765000	B
19.940000	19.940000	B
20.235000	20.235000	B
20.395000	20.395000	B
20.570000	20.570000	B
20.865000	20.865000	B
21.025000	21.025000	B
21.210000	21.210000	B
21.505000	21.505000	B
21.654000	21.654000	B
21.721000	21.721000	B
21.818000	21.818000	B
21.835000	21.835000	B
21.902000	21.902000	B
21.974000	21.974000	B
22.041000	22.041000	B
22.135000	22.135000	B
22.289000	22.289000	B
22.305000	22.305000	B
22.372000	22.372000	B
22.444000	22.444000	B
22.604000	22.604000	B
22.671000	22.671000	B
22.768000	22.768000	B
22.785000	22.785000	B
22.851000	22.851000	B
22.914000	22.914000	B
23.075000	23.075000	B
23.141000	23.141000	B
23.266000	23.266000	B
23.397000	23.397000	B
23.440000	23.440000	B
23.484000	23.484000	B
23.559000	23.559000	B
23.640000	23.640000	B
23.737000	23.737000	B
